"ref_date","year","month","site","monthly_total","prev_year_monthly_total","monthly_percentage_difference","ytd_total","prev_year_ytd_total","ytd_percentage_difference","ytd_month_range"
"2007-02-01",2007,2,SS Klondike,0,0,,0,0,,January - February
"2007-03-01",2007,3,SS Klondike,0,0,,0,0,,January - March
"2007-04-01",2007,4,SS Klondike,0,0,,0,0,,January - April
"2007-05-01",2007,5,SS Klondike,779,758,2.8,779,758,2.8,January - May
"2007-06-01",2007,6,SS Klondike,4550,3428,32.7,5329,4186,27.3,January - June
"2007-07-01",2007,7,SS Klondike,5129,5129,0.0,10458,9315,12.3,January - July
"2007-08-01",2007,8,SS Klondike,3925,4712,-16.7,14383,14027,2.5,January - August
"2007-09-01",2007,9,SS Klondike,592,779,-24.0,14975,14806,1.1,January - September
"2007-10-01",2007,10,SS Klondike,0,0,,14975,14806,1.1,January - October
"2007-11-01",2007,11,SS Klondike,0,0,,14975,14806,1.1,January - November
"2007-12-01",2007,12,SS Klondike,0,0,,14975,14806,1.1,January - December
"2008-01-01",2008,1,All,2,40,-95.0,2,40,-95.0,January - January
"2008-02-01",2008,2,All,18,2,800.0,20,42,-52.4,January - February
"2008-03-01",2008,3,All,56,47,19.1,76,89,-14.6,January - March
"2008-04-01",2008,4,All,91,94,-3.2,167,183,-8.7,January - April
"2008-05-01",2008,5,All,3515,4011,-12.4,3682,4194,-12.2,January - May
"2008-06-01",2008,6,All,21647,22444,-3.6,25329,26638,-4.9,January - June
"2008-07-01",2008,7,All,22605,25633,-11.8,47934,52271,-8.3,January - July
"2008-08-01",2008,8,All,19409,22023,-11.9,67343,74294,-9.4,January - August
"2008-09-01",2008,9,All,4671,4787,-2.4,72014,79081,-8.9,January - September
"2008-10-01",2008,10,All,18,9,100.0,72032,79090,-8.9,January - October
"2008-11-01",2008,11,All,4,9,-55.6,72036,79099,-8.9,January - November
"2008-12-01",2008,12,All,5,6,-16.7,72041,79105,-8.9,January - December
"2008-01-01",2008,1,Chilkoot Trail,0,0,,0,0,,January - January
"2008-02-01",2008,2,Chilkoot Trail,0,0,,0,0,,January - February
"2008-03-01",2008,3,Chilkoot Trail,0,0,,0,0,,January - March
"2008-04-01",2008,4,Chilkoot Trail,0,0,,0,0,,January - April
"2008-05-01",2008,5,Chilkoot Trail,0,1,-100.0,0,1,-100.0,January - May
"2008-06-01",2008,6,Chilkoot Trail,240,352,-31.8,240,353,-32.0,January - June
"2008-07-01",2008,7,Chilkoot Trail,1155,1039,11.2,1395,1392,0.2,January - July
"2008-08-01",2008,8,Chilkoot Trail,972,824,18.0,2367,2216,6.8,January - August
"2008-09-01",2008,9,Chilkoot Trail,4,80,-95.0,2371,2296,3.3,January - September
"2008-10-01",2008,10,Chilkoot Trail,0,0,,2371,2296,3.3,January - October
"2008-11-01",2008,11,Chilkoot Trail,0,0,,2371,2296,3.3,January - November
"2008-12-01",2008,12,Chilkoot Trail,0,0,,2371,2296,3.3,January - December
"2008-01-01",2008,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2008-02-01",2008,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2008-03-01",2008,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2008-04-01",2008,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2008-05-01",2008,5,Klondike National Historic Site,0,577,-100.0,0,577,-100.0,January - May
"2008-06-01",2008,6,Klondike National Historic Site,6169,6425,-4.0,6169,7002,-11.9,January - June
"2008-07-01",2008,7,Klondike National Historic Site,6057,7297,-17.0,12226,14299,-14.5,January - July
"2008-08-01",2008,8,Klondike National Historic Site,4949,5593,-11.5,17175,19892,-13.7,January - August
"2008-09-01",2008,9,Klondike National Historic Site,1145,1419,-19.3,18320,21311,-14.0,January - September
"2008-10-01",2008,10,Klondike National Historic Site,0,0,,18320,21311,-14.0,January - October
"2008-11-01",2008,11,Klondike National Historic Site,0,0,,18320,21311,-14.0,January - November
"2008-12-01",2008,12,Klondike National Historic Site,0,0,,18320,21311,-14.0,January - December
"2008-01-01",2008,1,Kluane National Park,2,40,-95.0,2,40,-95.0,January - January
"2008-02-01",2008,2,Kluane National Park,18,2,800.0,20,42,-52.4,January - February
"2008-03-01",2008,3,Kluane National Park,56,47,19.1,76,89,-14.6,January - March
"2008-04-01",2008,4,Kluane National Park,91,94,-3.2,167,183,-8.7,January - April
"2008-05-01",2008,5,Kluane National Park,2736,2654,3.1,2903,2837,2.3,January - May
"2008-06-01",2008,6,Kluane National Park,10561,11117,-5.0,13464,13954,-3.5,January - June
"2008-07-01",2008,7,Kluane National Park,10540,12168,-13.4,24004,26122,-8.1,January - July
"2008-08-01",2008,8,Kluane National Park,10097,11681,-13.6,34101,37803,-9.8,January - August
"2008-09-01",2008,9,Kluane National Park,2900,2696,7.6,37001,40499,-8.6,January - September
"2008-10-01",2008,10,Kluane National Park,18,9,100.0,37019,40508,-8.6,January - October
"2008-11-01",2008,11,Kluane National Park,4,9,-55.6,37023,40517,-8.6,January - November
"2008-12-01",2008,12,Kluane National Park,5,6,-16.7,37028,40523,-8.6,January - December
"2008-01-01",2008,1,SS Klondike,0,0,,0,0,,January - January
"2008-02-01",2008,2,SS Klondike,0,0,,0,0,,January - February
"2008-03-01",2008,3,SS Klondike,0,0,,0,0,,January - March
"2008-04-01",2008,4,SS Klondike,0,0,,0,0,,January - April
"2008-05-01",2008,5,SS Klondike,779,779,0.0,779,779,0.0,January - May
"2008-06-01",2008,6,SS Klondike,4677,4550,2.8,5456,5329,2.4,January - June
"2008-07-01",2008,7,SS Klondike,4853,5129,-5.4,10309,10458,-1.4,January - July
"2008-08-01",2008,8,SS Klondike,3391,3925,-13.6,13700,14383,-4.7,January - August
"2008-09-01",2008,9,SS Klondike,622,592,5.1,14322,14975,-4.4,January - September
"2008-10-01",2008,10,SS Klondike,0,0,,14322,14975,-4.4,January - October
"2008-11-01",2008,11,SS Klondike,0,0,,14322,14975,-4.4,January - November
"2008-12-01",2008,12,SS Klondike,0,0,,14322,14975,-4.4,January - December
"2009-01-01",2009,1,All,41,2,1950.0,41,2,1950.0,January - January
"2009-02-01",2009,2,All,65,18,261.1,106,20,430.0,January - February
"2009-03-01",2009,3,All,86,56,53.6,192,76,152.6,January - March
"2009-04-01",2009,4,All,92,91,1.1,284,167,70.1,January - April
"2009-05-01",2009,5,All,4117,3515,17.1,4401,3682,19.5,January - May
"2009-06-01",2009,6,All,20148,21647,-6.9,24549,25329,-3.1,January - June
"2009-07-01",2009,7,All,25725,22605,13.8,50274,47934,4.9,January - July
"2009-08-01",2009,8,All,23075,19409,18.9,73349,67343,8.9,January - August
"2009-09-01",2009,9,All,4684,4671,0.3,78033,72014,8.4,January - September
"2009-10-01",2009,10,All,18,18,0.0,78051,72032,8.4,January - October
"2009-11-01",2009,11,All,4,4,0.0,78055,72036,8.4,January - November
"2009-12-01",2009,12,All,5,5,0.0,78060,72041,8.4,January - December
"2009-01-01",2009,1,Chilkoot Trail,0,0,,0,0,,January - January
"2009-02-01",2009,2,Chilkoot Trail,0,0,,0,0,,January - February
"2009-03-01",2009,3,Chilkoot Trail,0,0,,0,0,,January - March
"2009-04-01",2009,4,Chilkoot Trail,0,0,,0,0,,January - April
"2009-05-01",2009,5,Chilkoot Trail,5,0,,5,0,,January - May
"2009-06-01",2009,6,Chilkoot Trail,315,240,31.3,320,240,33.3,January - June
"2009-07-01",2009,7,Chilkoot Trail,1242,1155,7.5,1562,1395,12.0,January - July
"2009-08-01",2009,8,Chilkoot Trail,826,972,-15.0,2388,2367,0.9,January - August
"2009-09-01",2009,9,Chilkoot Trail,31,4,675.0,2419,2371,2.0,January - September
"2009-10-01",2009,10,Chilkoot Trail,0,0,,2419,2371,2.0,January - October
"2009-11-01",2009,11,Chilkoot Trail,0,0,,2419,2371,2.0,January - November
"2009-12-01",2009,12,Chilkoot Trail,0,0,,2419,2371,2.0,January - December
"2009-01-01",2009,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2009-02-01",2009,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2009-03-01",2009,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2009-04-01",2009,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2009-05-01",2009,5,Klondike National Historic Site,0,0,,0,0,,January - May
"2009-06-01",2009,6,Klondike National Historic Site,6318,6169,2.4,6318,6169,2.4,January - June
"2009-07-01",2009,7,Klondike National Historic Site,7096,6057,17.2,13414,12226,9.7,January - July
"2009-08-01",2009,8,Klondike National Historic Site,6107,4949,23.4,19521,17175,13.7,January - August
"2009-09-01",2009,9,Klondike National Historic Site,903,1145,-21.1,20424,18320,11.5,January - September
"2009-10-01",2009,10,Klondike National Historic Site,0,0,,20424,18320,11.5,January - October
"2009-11-01",2009,11,Klondike National Historic Site,0,0,,20424,18320,11.5,January - November
"2009-12-01",2009,12,Klondike National Historic Site,0,0,,20424,18320,11.5,January - December
"2009-01-01",2009,1,Kluane National Park,41,2,1950.0,41,2,1950.0,January - January
"2009-02-01",2009,2,Kluane National Park,65,18,261.1,106,20,430.0,January - February
"2009-03-01",2009,3,Kluane National Park,86,56,53.6,192,76,152.6,January - March
"2009-04-01",2009,4,Kluane National Park,92,91,1.1,284,167,70.1,January - April
"2009-05-01",2009,5,Kluane National Park,3410,2736,24.6,3694,2903,27.2,January - May
"2009-06-01",2009,6,Kluane National Park,9701,10561,-8.1,13395,13464,-0.5,January - June
"2009-07-01",2009,7,Kluane National Park,12566,10540,19.2,25961,24004,8.2,January - July
"2009-08-01",2009,8,Kluane National Park,12637,10097,25.2,38598,34101,13.2,January - August
"2009-09-01",2009,9,Kluane National Park,3048,2900,5.1,41646,37001,12.6,January - September
"2009-10-01",2009,10,Kluane National Park,18,18,0.0,41664,37019,12.5,January - October
"2009-11-01",2009,11,Kluane National Park,4,4,0.0,41668,37023,12.5,January - November
"2009-12-01",2009,12,Kluane National Park,5,5,0.0,41673,37028,12.5,January - December
"2009-01-01",2009,1,SS Klondike,0,0,,0,0,,January - January
"2009-02-01",2009,2,SS Klondike,0,0,,0,0,,January - February
"2009-03-01",2009,3,SS Klondike,0,0,,0,0,,January - March
"2009-04-01",2009,4,SS Klondike,0,0,,0,0,,January - April
"2009-05-01",2009,5,SS Klondike,702,779,-9.9,702,779,-9.9,January - May
"2009-06-01",2009,6,SS Klondike,3814,4677,-18.5,4516,5456,-17.2,January - June
"2009-07-01",2009,7,SS Klondike,4821,4853,-0.7,9337,10309,-9.4,January - July
"2009-08-01",2009,8,SS Klondike,3505,3391,3.4,12842,13700,-6.3,January - August
"2009-09-01",2009,9,SS Klondike,702,622,12.9,13544,14322,-5.4,January - September
"2009-10-01",2009,10,SS Klondike,0,0,,13544,14322,-5.4,January - October
"2009-11-01",2009,11,SS Klondike,0,0,,13544,14322,-5.4,January - November
"2009-12-01",2009,12,SS Klondike,0,0,,13544,14322,-5.4,January - December
"2010-01-01",2010,1,All,20,41,-51.2,20,41,-51.2,January - January
"2010-02-01",2010,2,All,12,65,-81.5,32,106,-69.8,January - February
"2010-03-01",2010,3,All,361,86,319.8,393,192,104.7,January - March
"2010-04-01",2010,4,All,90,92,-2.2,483,284,70.1,January - April
"2010-05-01",2010,5,All,4711,4117,14.4,5194,4401,18.0,January - May
"2010-06-01",2010,6,All,21322,20148,5.8,26516,24549,8.0,January - June
"2010-07-01",2010,7,All,28246,25725,9.8,54762,50274,8.9,January - July
"2010-08-01",2010,8,All,25868,23075,12.1,80630,73349,9.9,January - August
"2010-09-01",2010,9,All,3616,4684,-22.8,84246,78033,8.0,January - September
"2010-10-01",2010,10,All,284,18,1477.8,84530,78051,8.3,January - October
"2010-11-01",2010,11,All,73,4,1725.0,84603,78055,8.4,January - November
"2010-12-01",2010,12,All,83,5,1560.0,84686,78060,8.5,January - December
"2010-01-01",2010,1,Chilkoot Trail,0,0,,0,0,,January - January
"2010-02-01",2010,2,Chilkoot Trail,0,0,,0,0,,January - February
"2010-03-01",2010,3,Chilkoot Trail,0,0,,0,0,,January - March
"2010-04-01",2010,4,Chilkoot Trail,0,0,,0,0,,January - April
"2010-05-01",2010,5,Chilkoot Trail,0,5,-100.0,0,5,-100.0,January - May
"2010-06-01",2010,6,Chilkoot Trail,318,315,1.0,318,320,-0.6,January - June
"2010-07-01",2010,7,Chilkoot Trail,1158,1242,-6.8,1476,1562,-5.5,January - July
"2010-08-01",2010,8,Chilkoot Trail,786,826,-4.8,2262,2388,-5.3,January - August
"2010-09-01",2010,9,Chilkoot Trail,10,31,-67.7,2272,2419,-6.1,January - September
"2010-10-01",2010,10,Chilkoot Trail,0,0,,2272,2419,-6.1,January - October
"2010-11-01",2010,11,Chilkoot Trail,0,0,,2272,2419,-6.1,January - November
"2010-12-01",2010,12,Chilkoot Trail,0,0,,2272,2419,-6.1,January - December
"2010-01-01",2010,1,Klondike National Historic Site,0,0,,0,0,,January - January
"2010-02-01",2010,2,Klondike National Historic Site,0,0,,0,0,,January - February
"2010-03-01",2010,3,Klondike National Historic Site,0,0,,0,0,,January - March
"2010-04-01",2010,4,Klondike National Historic Site,0,0,,0,0,,January - April
"2010-05-01",2010,5,Klondike National Historic Site,0,0,,0,0,,January - May
"2010-06-01",2010,6,Klondike National Historic Site,5865,6318,-7.2,5865,6318,-7.2,January - June
"2010-07-01",2010,7,Klondike National Historic Site,6512,7096,-8.2,12377,13414,-7.7,January - July
"2010-08-01",2010,8,Klondike National Historic Site,6291,6107,3.0,18668,19521,-4.4,January - August
