date,year,month,location,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_total_2019,c2019_percentage_difference,ytd_month_range
2016-04-01,2016,4,Beaver Creek,2677,2496,7.3,7458,6992,6.7,8868,-15.9,January - April
2016-05-01,2016,5,Beaver Creek,5575,5310,5.0,13033,12302,5.9,15410,-15.4,January - May
2016-06-01,2016,6,Beaver Creek,10825,9616,12.6,23858,21918,8.9,27597,-13.5,January - June
2016-07-01,2016,7,Beaver Creek,15387,13437,14.5,39245,35355,11.0,43623,-10.0,January - July
2016-08-01,2016,8,Beaver Creek,14450,13175,9.7,53695,48530,10.6,59387,-9.6,January - August
2016-09-01,2016,9,Beaver Creek,10033,8426,19.1,63728,56956,11.9,71200,-10.5,January - September
2016-10-01,2016,10,Beaver Creek,4553,3646,24.9,68281,60602,12.7,76066,-10.2,January - October
2016-11-01,2016,11,Beaver Creek,2523,1788,41.1,70804,62390,13.5,78102,-9.3,January - November
2016-12-01,2016,12,Beaver Creek,1486,1473,0.9,72290,63863,13.2,79644,-9.2,January - December
2016-01-01,2016,1,Dawson,9,0,,9,0,,0,,January - January
2016-02-01,2016,2,Dawson,39,16,143.8,48,16,200.0,11,336.4,January - February
2016-03-01,2016,3,Dawson,3,12,-75.0,51,28,82.1,13,292.3,January - March
2016-04-01,2016,4,Dawson,7,4,75.0,58,32,81.3,21,176.2,January - April
2016-05-01,2016,5,Dawson,255,764,-66.6,313,796,-60.7,383,-18.3,January - May
2016-06-01,2016,6,Dawson,1969,1969,0.0,2282,2765,-17.5,2355,-3.1,January - June
2016-07-01,2016,7,Dawson,1853,2204,-15.9,4135,4969,-16.8,4575,-9.6,January - July
2016-08-01,2016,8,Dawson,2055,2490,-17.5,6190,7459,-17.0,6723,-7.9,January - August
2016-09-01,2016,9,Dawson,402,216,86.1,6592,7675,-14.1,6725,-2.0,January - September
2016-10-01,2016,10,Dawson,2,3,-33.3,6594,7678,-14.1,6726,-2.0,January - October
2016-11-01,2016,11,Dawson,0,5,-100.0,6594,7683,-14.2,6726,-2.0,January - November
2016-12-01,2016,12,Dawson,0,0,,6594,7683,-14.2,6728,-2.0,January - December
2016-01-01,2016,1,Fraser,1149,681,68.7,1149,681,68.7,1196,-3.9,January - January
2016-02-01,2016,2,Fraser,1224,889,37.7,2373,1570,51.1,2629,-9.7,January - February
2016-03-01,2016,3,Fraser,2844,2863,-0.7,5217,4433,17.7,5857,-10.9,January - March
2016-04-01,2016,4,Fraser,3339,3926,-15.0,8556,8359,2.4,10951,-21.9,January - April
2016-05-01,2016,5,Fraser,36991,38527,-4.0,45547,46886,-2.9,58650,-22.3,January - May
2016-06-01,2016,6,Fraser,63497,61193,3.8,109044,108079,0.9,136560,-20.1,January - June
2016-07-01,2016,7,Fraser,64884,69079,-6.1,173928,177158,-1.8,225287,-22.8,January - July
2016-08-01,2016,8,Fraser,70572,62566,12.8,244500,239724,2.0,308458,-20.7,January - August
2016-09-01,2016,9,Fraser,33116,37318,-11.3,277616,277042,0.2,355275,-21.9,January - September
2016-10-01,2016,10,Fraser,2441,1646,48.3,280057,278688,0.5,359395,-22.1,January - October
2016-11-01,2016,11,Fraser,1199,813,47.5,281256,279501,0.6,360687,-22.0,January - November
2016-12-01,2016,12,Fraser,1196,1154,3.6,282452,280655,0.6,362508,-22.1,January - December
2016-01-01,2016,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2016-02-01,2016,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2016-03-01,2016,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2016-04-01,2016,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2016-05-01,2016,5,Little Gold Creek,668,572,16.8,668,572,16.8,557,19.9,January - May
2016-06-01,2016,6,Little Gold Creek,3571,2955,20.8,4239,3527,20.2,3326,27.5,January - June
2016-07-01,2016,7,Little Gold Creek,4762,4530,5.1,9001,8057,11.7,7495,20.1,January - July
2016-08-01,2016,8,Little Gold Creek,4303,4067,5.8,13304,12124,9.7,11483,15.9,January - August
2016-09-01,2016,9,Little Gold Creek,1585,1508,5.1,14889,13632,9.2,13193,12.9,January - September
2016-10-01,2016,10,Little Gold Creek,0,0,,14889,13632,9.2,13193,12.9,January - October
2016-11-01,2016,11,Little Gold Creek,0,0,,14889,13632,9.2,13193,12.9,January - November
2016-12-01,2016,12,Little Gold Creek,0,0,,14889,13632,9.2,13193,12.9,January - December
2016-01-01,2016,1,Old Crow,0,0,,0,0,,0,,January - January
2016-02-01,2016,2,Old Crow,0,0,,0,0,,0,,January - February
2016-03-01,2016,3,Old Crow,0,0,,0,0,,0,,January - March
2016-04-01,2016,4,Old Crow,0,0,,0,0,,0,,January - April
2016-05-01,2016,5,Old Crow,0,6,-100.0,0,6,-100.0,0,,January - May
2016-06-01,2016,6,Old Crow,0,0,,0,6,-100.0,1,-100.0,January - June
2016-07-01,2016,7,Old Crow,2,14,-85.7,2,20,-90.0,1,100.0,January - July
2016-08-01,2016,8,Old Crow,2,2,0.0,4,22,-81.8,1,300.0,January - August
2016-09-01,2016,9,Old Crow,0,0,,4,22,-81.8,1,300.0,January - September
2016-10-01,2016,10,Old Crow,0,0,,4,22,-81.8,1,300.0,January - October
2016-11-01,2016,11,Old Crow,2,0,,6,22,-72.7,1,500.0,January - November
2016-12-01,2016,12,Old Crow,0,0,,6,22,-72.7,1,500.0,January - December
2016-01-01,2016,1,Pleasant Camp,1086,890,22.0,1086,890,22.0,1045,3.9,January - January
2016-02-01,2016,2,Pleasant Camp,1038,793,30.9,2124,1683,26.2,1755,21.0,January - February
2016-03-01,2016,3,Pleasant Camp,1787,1300,37.5,3911,2983,31.1,2837,37.9,January - March
2016-04-01,2016,4,Pleasant Camp,1614,1963,-17.8,5525,4946,11.7,4384,26.0,January - April
2016-05-01,2016,5,Pleasant Camp,3948,3446,14.6,9473,8392,12.9,8285,14.3,January - May
2016-06-01,2016,6,Pleasant Camp,6298,6048,4.1,15771,14440,9.2,14427,9.3,January - June
2016-07-01,2016,7,Pleasant Camp,7618,6500,17.2,23389,20940,11.7,22399,4.4,January - July
2016-08-01,2016,8,Pleasant Camp,6804,6736,1.0,30193,27676,9.1,29603,2.0,January - August
2016-09-01,2016,9,Pleasant Camp,3885,2986,30.1,34078,30662,11.1,33694,1.1,January - September
2016-10-01,2016,10,Pleasant Camp,2426,2057,17.9,36504,32719,11.6,36354,0.4,January - October
2016-11-01,2016,11,Pleasant Camp,958,1076,-11.0,37462,33795,10.9,37387,0.2,January - November
2016-12-01,2016,12,Pleasant Camp,751,801,-6.2,38213,34596,10.5,38141,0.2,January - December
2016-01-01,2016,1,Whitehorse,37,26,42.3,37,26,42.3,31,19.4,January - January
2016-02-01,2016,2,Whitehorse,12,10,20.0,49,36,36.1,90,-45.6,January - February
2016-03-01,2016,3,Whitehorse,363,35,937.1,412,71,480.3,139,196.4,January - March
2016-04-01,2016,4,Whitehorse,42,43,-2.3,454,114,298.2,198,129.3,January - April
2016-05-01,2016,5,Whitehorse,307,297,3.4,761,411,85.2,282,169.9,January - May
2016-06-01,2016,6,Whitehorse,996,991,0.5,1757,1402,25.3,1552,13.2,January - June
2016-07-01,2016,7,Whitehorse,1387,1260,10.1,3144,2662,18.1,2753,14.2,January - July
2016-08-01,2016,8,Whitehorse,1110,1381,-19.6,4254,4043,5.2,3932,8.2,January - August
2016-09-01,2016,9,Whitehorse,473,407,16.2,4727,4450,6.2,4697,0.6,January - September
2016-10-01,2016,10,Whitehorse,50,155,-67.7,4777,4605,3.7,4750,0.6,January - October
2016-11-01,2016,11,Whitehorse,15,25,-40.0,4792,4630,3.5,4761,0.7,January - November
